Leitor — texto no cartao
O app.bin e pequeno; este arquivo fica em data/.
00465 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00466 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00467 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00468 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00469 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00470 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00471 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00472 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00473 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00474 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00475 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00476 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00477 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00478 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00479 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00480 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00481 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00482 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00483 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00484 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00485 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00486 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00487 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00488 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00489 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00490 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00491 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00492 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00493 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00494 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00495 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00496 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00497 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00498 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00499 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00500 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00501 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00502 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00503 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00504 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00505 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00506 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00507 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00508 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00509 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00510 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00511 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00512 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00513 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00514 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00515 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00516 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00517 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00518 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00519 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00520 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00521 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00522 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00523 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00524 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00525 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00526 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00527 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00528 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00529 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00530 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00531 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00532 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00533 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00534 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00535 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00536 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00537 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00538 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00539 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00540 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00541 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00542 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00543 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00544 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00545 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00546 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00547 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00548 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00549 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00550 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00551 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00552 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00553 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00554 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00555 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00556 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00557 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00558 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00559 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00560 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00561 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00562 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00563 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00564 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00565 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00566 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00567 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00568 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00569 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00570 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00571 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00572 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00573 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00574 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00575 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00576 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00577 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00578 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00579 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00580 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00581 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00582 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00583 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00584 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00585 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00586 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00587 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00588 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00589 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00590 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00591 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00592 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00593 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00594 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00595 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00596 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00597 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00598 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00599 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00600 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00601 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00602 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00603 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00604 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00605 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00606 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00607 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00608 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00609 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00610 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00611 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00612 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00613 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00614 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00615 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00616 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00617 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00618 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00619 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
